S1	150.553187	148.902240	233.159477
S2	109.824262	148.764400	233.139914
S3	166.756288	117.588339	220.827623
S4	129.245699	116.991635	230.393868
S5	91.360771	117.361157	220.359393
S6	172.333568	90.390402	195.271233
S7	145.227715	88.210177	210.926499
S8	113.270735	88.466776	209.153028
S9	85.686469	89.457890	193.140619
S10	66.556451	91.724151	166.461814
S11	56.611304	91.103271	135.631932
S12	65.239098	119.418564	191.061318
S13	48.297882	122.209846	156.122021
S14	73.067705	149.791218	214.519698
S15	53.512622	152.643976	177.627637
S16	44.540529	154.199812	136.847459
S17	58.772928	89.780133	102.930857
S18	100.274058	83.265900	55.235202
S19	73.461219	86.005032	73.983134
S20	45.475120	122.079401	117.262486
S21	78.652829	115.062741	49.053550
S22	55.748440	119.205072	80.294557
S23	44.061151	152.320675	94.570931
S24	65.219114	147.736964	56.583949
S25	203.076743	91.385899	139.762548
S26	191.443734	92.267251	169.101564
S27	210.936088	122.593825	160.320570
S28	214.355103	122.501032	122.533724
S29	194.093467	120.058104	193.923882
S30	213.452257	154.911471	141.479274
S31	207.634130	153.320095	182.021833
S32	185.976269	150.240122	216.322546
S33	172.478308	146.957473	36.483304
S34	199.403993	150.668510	65.888363
S35	215.450801	153.122159	101.940889
S36	186.301165	116.765317	54.606601
S37	207.726080	119.909717	85.542262
S38	165.983934	83.938187	56.127468
S39	191.320463	86.154573	77.247440
S40	203.817160	89.347092	107.269325
S41	96.013284	145.514789	33.665390
S42	134.209281	144.192786	27.177652
S43	152.781859	114.317617	38.081797
S44	114.984141	113.725278	37.306300
S45	133.382207	83.233498	50.029612
S46	80.760651	63.430779	103.589251
S47	127.036146	58.730946	73.298550
S48	114.863219	48.135610	104.042697
S49	142.668462	47.096504	102.221424
S50	177.909785	61.906248	96.004403
S51	117.643633	51.929076	150.203921
S52	83.033354	67.636547	149.965424
S53	179.421676	68.757701	141.932366
S54	113.109975	66.493861	184.756745
S55	144.881989	53.572222	147.736330
S56	154.449525	66.135981	180.484345
D1	183.722209	91.207734	183.481363
D2	197.936454	151.752907	199.722014
D3	195.594984	106.040884	182.583499
D4	203.003598	136.609253	189.666665
D5	205.361230	121.303434	178.485639
D6	204.489887	106.195982	166.932137
D7	210.503046	138.217836	171.214010
D8	198.470131	91.825881	154.932970
D9	212.324549	154.612318	162.127657
D10	209.078782	106.954482	149.656911
D11	212.353406	139.193926	151.570618
D12	213.692305	122.967315	141.556818
D13	211.760409	106.704552	131.934905
D14	215.374467	138.939450	132.071671
D15	205.496568	90.556197	123.432584
D16	216.595871	154.306780	122.343546
D17	170.918462	77.435695	181.397277
D18	185.578706	78.922121	157.549061
D19	193.344354	78.644443	131.019730
D20	169.751337	68.641116	162.506089
D21	153.834362	59.527418	162.443059
D22	162.169221	60.848870	147.136973
D23	169.732221	59.125233	129.191769
D24	152.980072	52.103510	132.387150
D25	150.099804	83.373014	51.084540
D26	161.277521	60.056727	77.850402
D27	178.975316	72.056660	78.890532
D28	192.392853	75.666619	103.668725
D29	160.163651	53.087066	96.503914
D30	170.400031	56.069752	111.931346
D31	184.540383	66.089321	118.767085
D32	151.464827	49.898335	117.179356
D33	119.994861	102.214540	222.671572
D34	119.597891	132.675368	233.199709
D35	129.326883	88.342773	212.046947
D36	131.000000	150.000000	235.100000
D37	138.246833	102.425121	222.672533
D38	139.635603	133.006053	233.987620
D39	148.782244	116.846262	228.589883
D40	155.938225	102.152491	217.966620
D41	212.422256	105.660368	113.872368
D42	216.940193	137.717183	112.289088
D43	214.110892	121.087080	103.468116
D44	208.034229	104.543680	96.359358
D45	213.425993	136.654964	92.782063
D46	198.656985	88.075869	91.818838
D47	207.799027	151.940477	82.732704
D48	200.903416	103.315281	79.949679
D49	170.381481	115.357395	44.885178
D50	160.444735	99.235948	46.011926
D51	163.253232	130.383866	35.617575
D52	154.124099	145.798024	29.230632
D53	142.539002	99.398015	43.824760
D54	144.596078	129.259204	31.182429
D55	123.862074	128.089057	30.094054
D56	133.935698	113.925667	36.393550
D57	203.329113	135.621682	75.823225
D58	197.372203	118.623639	70.099916
D59	189.702044	101.808408	65.902369
D60	193.939348	134.189742	58.269592
D61	179.976777	85.015609	65.232904
D62	187.866635	149.220695	49.178153
D63	176.583244	100.398610	53.872600
D64	180.162985	132.464795	45.013890
D65	158.957537	133.061344	228.046792
D66	159.964530	88.660931	204.537252
D67	168.527895	149.328741	226.536416
D68	171.747104	103.157037	209.433032
D69	176.552575	134.189767	219.298096
D70	181.822543	118.870479	208.559306
D71	183.462091	105.045196	195.661663
D72	191.458863	135.001590	205.450219
D73	77.267311	146.242488	43.038510
D74	85.286056	85.147492	62.540322
D75	71.162427	131.509932	52.777622
D76	74.078969	100.509954	60.893769
D77	64.774486	116.665607	63.485872
D78	58.111151	133.949269	68.088445
D79	62.545646	102.500899	74.846789
D80	53.763022	150.014757	74.726988
D81	44.810419	138.758505	126.577452
D82	49.546732	106.989688	126.975854
D83	47.933761	123.066028	136.238057
D84	45.479935	138.698022	146.924539
D85	51.276414	107.022924	145.143064
D86	46.280782	153.239354	158.308810
D87	59.551324	90.864524	151.933698
D88	49.551956	137.736838	167.155531
D89	54.393871	106.035982	163.382384
D90	54.262274	121.175032	174.857052
D91	57.482376	136.129914	185.993729
D92	64.230969	105.848395	178.986332
D93	61.908795	151.025951	196.402948
D94	75.220845	90.726506	180.779648
D95	68.500437	134.781062	202.555356
D96	74.207617	104.566349	194.564587
D97	63.425674	87.410829	87.320725
D98	49.586136	136.893140	86.579368
D99	54.665421	104.699594	91.606407
D100	48.603501	120.868988	98.024102
D101	42.571625	137.177512	106.223428
D102	48.499252	105.091596	108.732162
D103	42.726741	153.619353	115.877044
D104	55.014285	90.464655	119.105341
D105	107.531151	50.100633	135.126148
D106	107.843685	49.279521	119.775012
D107	91.080690	58.019544	135.593698
D108	89.685141	57.847825	118.395804
D109	96.345416	53.086922	100.248128
D110	76.965990	67.355192	127.426169
D111	65.051320	75.328690	112.895890
D112	68.066892	78.210898	140.902593
D113	124.530066	98.606115	42.588767
D114	116.584402	144.099649	27.946316
D115	116.422394	83.446223	50.887554
D116	104.558230	129.365681	32.082154
D117	106.379425	98.466523	44.040090
D118	96.516089	114.160435	41.776464
D119	87.197454	130.701735	39.525324
D120	89.313904	99.386756	50.664015
D121	156.168756	69.852459	62.067809
D122	129.638037	45.776512	118.400307
D123	140.401268	52.791313	83.950609
D124	114.613135	52.079336	85.115253
D125	93.422460	61.010703	81.867874
D126	126.410032	70.414576	59.504683
D127	96.855085	70.557159	66.182132
