D128	76.352731	72.989627	86.230900
D129	136.726108	66.332145	188.811035
D130	149.473420	75.477917	197.984967
D131	111.135658	58.121743	167.090131
D132	99.474110	58.174738	154.043496
D133	95.004231	66.659337	170.584803
D134	122.425614	76.466887	199.124455
D135	97.193627	76.660604	188.778328
D136	78.448464	77.719478	167.276098
D137	76.707873	118.579534	207.222055
D138	82.884373	134.035249	217.227930
D139	87.081213	103.256172	207.522365
D140	91.170060	149.150057	226.135622
D141	98.423319	88.717882	203.595383
D142	100.298325	133.355614	227.553106
D143	102.227894	102.568911	217.497089
D144	109.789724	117.041170	227.506845
