labels	X	Y	Z	PointType
D316	87.764596	107.963477	211.836624	PointType.DETECTOR
D317	78.213869	129.126043	213.546507	PointType.DETECTOR
D318	71.236193	151.728116	212.661523	PointType.DETECTOR
D319	68.542613	175.153965	207.697298	PointType.DETECTOR
D320	103.802886	97.874000	46.501577	PointType.DETECTOR
D321	102.145214	120.013120	37.529589	PointType.DETECTOR
D322	101.527445	143.205739	31.073835	PointType.DETECTOR
D323	102.129990	167.540445	29.681448	PointType.DETECTOR
D324	99.000317	55.763587	135.690990	PointType.DETECTOR
D325	98.817344	53.738628	124.165187	PointType.DETECTOR
D326	98.601893	52.383572	112.740220	PointType.DETECTOR
D327	99.734874	52.359817	102.184127	PointType.DETECTOR
D328	99.350303	54.482359	91.649739	PointType.DETECTOR
D329	97.090165	58.015882	81.367157	PointType.DETECTOR
D330	96.295845	65.436076	71.893922	PointType.DETECTOR
D331	95.003946	73.027407	62.919395	PointType.DETECTOR
D332	95.610619	83.458660	57.699643	PointType.DETECTOR
D333	94.656077	93.450195	51.658272	PointType.DETECTOR
D334	93.288897	104.022688	47.143014	PointType.DETECTOR
D335	92.818952	115.325137	43.716857	PointType.DETECTOR
D336	92.143454	126.238104	39.099540	PointType.DETECTOR
D337	91.967775	137.909140	36.040630	PointType.DETECTOR
D338	92.283347	149.719467	34.311910	PointType.DETECTOR
D339	92.671617	161.944787	33.858050	PointType.DETECTOR
D340	99.632769	59.454986	146.909739	PointType.DETECTOR
D341	99.003787	62.481272	157.726220	PointType.DETECTOR
D342	98.541266	64.055084	168.882476	PointType.DETECTOR
D343	97.689574	69.470927	178.021898	PointType.DETECTOR
D344	94.102440	76.015259	186.181019	PointType.DETECTOR
D345	91.077667	85.517921	192.472673	PointType.DETECTOR
D346	87.353025	94.012435	198.323608	PointType.DETECTOR
D347	83.510092	102.476663	203.344292	PointType.DETECTOR
D348	78.531379	111.975224	204.859290	PointType.DETECTOR
D349	73.002444	121.911872	205.913390	PointType.DETECTOR
D350	69.293472	133.020291	205.426169	PointType.DETECTOR
D351	65.181929	144.227461	205.394739	PointType.DETECTOR
D352	64.436767	155.671121	202.499395	PointType.DETECTOR
D353	63.613527	167.117839	200.154140	PointType.DETECTOR
D354	63.694827	179.360934	197.937914	PointType.DETECTOR
D355	90.213894	61.778237	140.353683	PointType.DETECTOR
D356	89.128616	56.863922	116.660808	PointType.DETECTOR
D357	89.661766	68.218766	163.408957	PointType.DETECTOR
D358	85.367055	83.105894	182.520407	PointType.DETECTOR
D359	76.355048	102.914440	194.746751	PointType.DETECTOR
D360	65.246603	125.769415	197.181322	PointType.DETECTOR
D361	58.847651	148.703771	195.988141	PointType.DETECTOR
D362	57.102713	172.340733	191.956182	PointType.DETECTOR
D363	89.286441	59.455309	91.175134	PointType.DETECTOR
D364	86.449779	73.206838	70.878826	PointType.DETECTOR
D365	87.632019	89.378762	57.094909	PointType.DETECTOR
D366	83.094863	110.099532	49.139294	PointType.DETECTOR
D367	83.203722	133.261572	42.767043	PointType.DETECTOR
D368	83.421194	156.771773	38.121597	PointType.DETECTOR
D369	80.333470	63.377410	98.094878	PointType.DETECTOR
D370	80.318713	61.779318	109.871774	PointType.DETECTOR
D371	81.520640	67.410831	88.074360	PointType.DETECTOR
D372	79.466288	74.110496	79.271435	PointType.DETECTOR
D373	77.248915	82.465752	70.682055	PointType.DETECTOR
D374	77.866171	93.194908	62.904152	PointType.DETECTOR
D375	75.004891	105.101122	57.334644	PointType.DETECTOR
D376	74.589947	117.096039	53.457160	PointType.DETECTOR
D377	74.730803	128.931528	50.452034	PointType.DETECTOR
D378	75.511922	140.717587	47.970272	PointType.DETECTOR
D379	75.093963	152.053856	44.729555	PointType.DETECTOR
D380	80.168313	62.118128	121.854527	PointType.DETECTOR
D381	81.077268	64.693816	133.295819	PointType.DETECTOR
D382	81.104109	67.541650	144.753861	PointType.DETECTOR
D383	81.600814	72.033577	155.285329	PointType.DETECTOR
D384	81.234256	75.227804	165.523894	PointType.DETECTOR
D385	79.295201	81.209516	173.475676	PointType.DETECTOR
D386	76.053526	89.081458	180.339812	PointType.DETECTOR
D387	71.955682	98.424959	185.523832	PointType.DETECTOR
D388	67.115211	108.561824	187.779405	PointType.DETECTOR
D389	62.553426	119.686908	187.737198	PointType.DETECTOR
D390	57.905806	129.981952	187.699872	PointType.DETECTOR
D391	54.680463	141.837849	187.178142	PointType.DETECTOR
D392	54.699312	153.279123	184.956100	PointType.DETECTOR
D393	53.654090	165.340030	183.399486	PointType.DETECTOR
D394	52.237036	177.170230	182.332182	PointType.DETECTOR
D395	73.766649	72.388724	137.647807	PointType.DETECTOR
D396	72.650429	68.677255	115.580079	PointType.DETECTOR
D397	73.542680	81.382681	158.840315	PointType.DETECTOR
D398	73.321639	73.488239	91.959921	PointType.DETECTOR
D399	69.500254	91.260967	72.835538	PointType.DETECTOR
D400	67.891475	113.605108	62.664663	PointType.DETECTOR
D401	67.232839	136.890285	55.493761	PointType.DETECTOR
D402	70.062389	160.688049	50.583853	PointType.DETECTOR
D403	68.464866	94.785922	175.856335	PointType.DETECTOR
D404	58.482718	113.060907	179.127924	PointType.DETECTOR
D405	51.395027	134.990074	178.243613	PointType.DETECTOR
D406	50.119692	158.434369	174.892382	PointType.DETECTOR
D407	47.756840	182.144563	172.563630	PointType.DETECTOR
D408	65.368764	75.844222	110.103891	PointType.DETECTOR
D409	66.680360	78.031084	100.110245	PointType.DETECTOR
D410	65.012427	82.348167	90.866515	PointType.DETECTOR
D411	63.695396	90.735708	82.533277	PointType.DETECTOR
D412	61.453519	100.298826	76.124870	PointType.DETECTOR
D413	62.115841	111.358417	72.446873	PointType.DETECTOR
D414	61.371435	122.531317	68.638178	PointType.DETECTOR
D415	61.732693	134.377357	65.371878	PointType.DETECTOR
D416	62.629032	145.501088	63.343988	PointType.DETECTOR
D417	63.212127	157.530923	59.645878	PointType.DETECTOR
D418	64.994238	76.411120	120.602518	PointType.DETECTOR
D419	66.751559	79.355000	131.183365	PointType.DETECTOR
D420	67.059554	80.568483	141.387480	PointType.DETECTOR
D421	66.710447	85.184898	150.551454	PointType.DETECTOR
D422	65.062609	90.272230	159.018578	PointType.DETECTOR
D423	63.021079	97.086608	167.363211	PointType.DETECTOR
D424	56.630822	106.464147	169.257597	PointType.DETECTOR
D425	52.522766	117.142119	169.107940	PointType.DETECTOR
D426	49.505048	128.474919	168.399534	PointType.DETECTOR
D427	47.452999	139.956403	167.286507	PointType.DETECTOR
D428	47.087157	151.783610	165.776245	PointType.DETECTOR
D429	47.199481	163.631191	164.216456	PointType.DETECTOR
D430	46.061571	175.449727	162.873118	PointType.DETECTOR
D431	59.308706	87.396861	137.744520	PointType.DETECTOR
D432	57.802127	84.060990	113.755888	PointType.DETECTOR
D433	59.186161	90.888648	92.351606	PointType.DETECTOR
D434	55.345262	109.693396	82.255287	PointType.DETECTOR
D435	56.033672	131.646832	75.251828	PointType.DETECTOR
D436	58.012877	154.695214	69.345651	PointType.DETECTOR
D437	56.443746	99.394607	158.396367	PointType.DETECTOR
D438	49.228900	121.855985	158.456464	PointType.DETECTOR
D439	46.438468	145.169890	156.065836	PointType.DETECTOR
D440	47.369646	168.945686	153.291326	PointType.DETECTOR
D441	50.171067	118.500128	89.330196	PointType.DETECTOR
D442	51.032935	129.602807	85.324399	PointType.DETECTOR
D443	52.116182	140.617501	83.253011	PointType.DETECTOR
D444	53.170463	152.226895	80.053175	PointType.DETECTOR
D445	52.858470	108.268031	94.149220	PointType.DETECTOR
D446	46.385419	174.077813	142.277384	PointType.DETECTOR
D447	46.235782	162.328811	143.560982	PointType.DETECTOR
D448	46.575682	150.650411	145.117533	PointType.DETECTOR
D449	46.503787	138.640632	145.970364	PointType.DETECTOR
D450	47.652769	126.714282	147.487365	PointType.DETECTOR
D451	48.898801	115.154993	148.413950	PointType.DETECTOR
D452	51.907411	103.809921	148.984015	PointType.DETECTOR
D453	52.016170	97.437929	139.638490	PointType.DETECTOR
D454	54.365445	93.318998	130.144886	PointType.DETECTOR
D455	53.520872	93.335066	119.638398	PointType.DETECTOR
D456	52.367054	94.077168	109.002236	PointType.DETECTOR
D457	54.245277	97.849631	98.832533	PointType.DETECTOR
D458	44.345273	167.198872	132.400079	PointType.DETECTOR
D459	45.973519	142.018596	135.593970	PointType.DETECTOR
D460	46.282361	119.614057	137.613683	PointType.DETECTOR
D461	49.746543	102.840128	128.430823	PointType.DETECTOR
D462	46.260010	113.408096	126.684133	PointType.DETECTOR
D463	45.963330	124.612363	127.109430	PointType.DETECTOR
D464	44.947917	135.823434	125.807586	PointType.DETECTOR
D465	44.418787	147.766994	124.830805	PointType.DETECTOR
D466	43.756327	159.736656	122.344310	PointType.DETECTOR
D467	46.605330	138.014631	93.392049	PointType.DETECTOR
D468	46.668586	115.493807	100.679480	PointType.DETECTOR
D469	48.482242	103.518081	116.679067	PointType.DETECTOR
D470	44.856742	146.706360	102.158313	PointType.DETECTOR
D471	45.289766	158.404055	98.527955	PointType.DETECTOR
D472	44.346325	134.851534	104.892493	PointType.DETECTOR
D473	45.924066	124.008065	106.942087	PointType.DETECTOR
D474	45.664283	114.951865	113.820093	PointType.DETECTOR
D475	42.892124	162.484187	110.093979	PointType.DETECTOR
D476	43.940930	140.091524	115.328341	PointType.DETECTOR
D477	181.168904	150.938295	41.536037	PointType.DETECTOR
D478	181.974951	127.696419	46.509838	PointType.DETECTOR
D479	182.967986	104.574006	56.426341	PointType.DETECTOR
D480	188.611542	159.128071	47.666166	PointType.DETECTOR
D481	189.169894	147.369117	49.509066	PointType.DETECTOR
D482	189.621075	135.719882	51.615547	PointType.DETECTOR
D483	189.989710	124.246228	54.835539	PointType.DETECTOR
D484	189.516064	113.596255	58.724331	PointType.DETECTOR
D485	211.605168	161.240000	84.870809	PointType.DETECTOR
D486	196.790573	143.427175	57.363037	PointType.DETECTOR
D487	197.163386	121.195838	63.220210	PointType.DETECTOR
D488	195.086507	166.609236	55.255411	PointType.DETECTOR
D489	201.120926	162.532636	65.391255	PointType.DETECTOR
D490	201.385196	150.393012	66.334880	PointType.DETECTOR
D491	201.756332	139.417067	67.016064	PointType.DETECTOR
D492	202.287675	128.474488	71.151771	PointType.DETECTOR
D493	207.749364	167.756194	74.716934	PointType.DETECTOR
D494	205.740472	144.948313	75.316530	PointType.DETECTOR
D495	195.407138	110.277742	66.934407	PointType.DETECTOR
D496	182.924560	93.410086	61.041989	PointType.DETECTOR
