Nz	131.100000	188.000000	234.000000
Iz	128.000000	182.000000	25.900000
LPA	42.900000	192.000000	128.000000
RPA	214.100000	192.000000	131.000000
Cz	131.000000	46.900000	133.000000
NFpz	132.000000	169.000000	236.100000
Fpz	131.000000	150.000000	235.100000
AFpz	131.000000	130.000000	234.100000
AFz	131.000000	110.151600	227.175800
AFFz	131.000000	94.151604	217.175800
Fz	131.000000	79.000000	204.100000
FFCz	131.000000	66.057901	188.260660
FCz	131.000000	56.900000	169.000000
FCCz	131.000000	51.000000	152.100000
CCPz	131.119060	44.474472	113.018110
CPz	129.512900	47.387095	94.051619
CPPz	129.000000	55.824198	74.151604
Pz	129.000000	67.361286	60.538714
PPOz	128.000000	84.000000	49.900000
POz	128.000000	101.748400	40.075802
POOz	128.000000	121.000000	32.900000
Oz	127.990000	141.106700	26.459659
OIz	128.000000	159.000000	24.900000
T9h	215.100000	173.000000	132.000000
T7	215.000000	153.000000	132.100000
T7h	214.100000	134.000000	132.000000
C5	212.100000	115.000000	132.000000
C5h	208.100000	98.000000	132.000000
C3	196.643860	81.543862	133.000000
C3h	184.484560	68.788420	132.403860
C1	166.100000	57.000000	133.000000
C1h	148.058480	50.414621	132.485380
C2h	112.000000	47.900000	132.000000
C2	94.352568	55.135574	131.000000
C4h	78.352568	65.135574	131.000000
C4	64.000000	78.900000	130.000000
C6h	53.001252	95.797496	129.550630
C6	47.527986	112.025410	129.000000
T8h	44.900000	132.000000	128.000000
T8	43.900000	151.000000	128.000000
T10h	42.000000	170.000000	128.100000
N1h	142.000000	189.000000	225.100000
N1	157.000000	189.000000	225.100000
AFp9	171.724840	190.416630	221.791780
AF9	180.535680	192.000000	211.103370
AFF9	189.000000	192.000000	199.100000
F9	200.000000	192.000000	190.100000
FFT9	210.024500	192.000000	177.151000
FT9	214.505420	192.000000	164.972900
FTT9	215.100000	192.000000	149.932760
TTP9	216.089150	191.064870	116.243300
TP9	219.100000	191.000000	100.932760
TPP9	213.781860	189.430000	88.962857
P9	206.100000	189.000000	75.000000
PPO9	196.859650	188.000000	61.346207
PO9	188.472580	187.130530	48.562105
POO9	175.000000	185.000000	38.900000
I1	161.251000	184.000000	31.075501
I1h	145.000000	183.000000	27.900000
N2h	118.212560	189.177910	226.134650
N2	104.933090	189.000000	223.100000
AFp10	89.973229	190.000000	222.694650
AF10	77.000000	192.000000	214.100000
AFF10	69.538475	192.000000	200.638470
F10	57.538475	192.000000	188.638470
FFT10	47.900000	192.000000	176.000000
FT10	42.494646	192.000000	161.973230
FTT10	41.533912	191.959320	146.966180
TTP10	41.000000	191.000000	115.100000
TP10	38.948963	190.510370	99.992519
TPP10	45.900000	190.000000	86.000000
P10	54.802073	188.548960	73.195854
